Symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Headquarters Location,Date first added,CIK,Founded,Wikipedia Company Page URL,Company Name
WMT,Walmart,reports,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",8/31/1982,104169,,https://en.wikipedia.org/wiki/Walmart,Walmart
WM,Waste Management Inc.,reports,Industrials,Environmental & Facilities Services,"Houston, Texas",,823768,1968,https://en.wikipedia.org/wiki/Waste_Management_Inc.,Waste Management Inc.
WAT,Waters Corporation,reports,Health Care,Health Care Distributors,"Milford, Massachusetts",,1000697,1958,https://en.wikipedia.org/wiki/Waters_Corporation,Waters Corporation
WEC,Wec Energy Group Inc,reports,Utilities,Electric Utilities,"Milwaukee, Wisconsin",10/31/2008,783325,,https://en.wikipedia.org/wiki/Wec_Energy_Group_Inc,WEC Energy Group
WCG,WellCare,reports,Health Care,Managed Health Care,"Tampa, Florida",1985,1279363,,https://en.wikipedia.org/wiki/WellCare,WellCare
WFC,Wells Fargo,reports,Financials,Diversified Banks,"San Francisco, California",6/30/1976,72971,,https://en.wikipedia.org/wiki/Wells_Fargo,Wells Fargo
WELL,Welltower Inc.,reports,Real Estate,Health Care REITs,"Toledo, Ohio",1/30/2009,766704,,https://en.wikipedia.org/wiki/Welltower_Inc.,Welltower
WDC,Western Digital,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Irvine, California",7/1/2009,106040,,https://en.wikipedia.org/wiki/Western_Digital,Western Digital
WU,Western Union Co,reports,Information Technology,Data Processing & Outsourced Services,"Englewood, Colorado",,1365135,1851,https://en.wikipedia.org/wiki/Western_Union_Co,Western Union
WRK,WestRock,reports,Materials,Paper Packaging,"Richmond, Virginia",,1636023,,https://en.wikipedia.org/wiki/WestRock,WestRock
WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,"Federal Way, Washington",,106535,,https://en.wikipedia.org/wiki/Weyerhaeuser,Weyerhaeuser
WHR,Whirlpool Corp.,reports,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",,106640,1911,https://en.wikipedia.org/wiki/Whirlpool_Corp.,Whirlpool Corporation
WMB,Williams Cos.,reports,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",3/31/1975,107263,,https://en.wikipedia.org/wiki/Williams_Cos.,Williams
WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,"London, United Kingdom",1/5/2016,1140536,,https://en.wikipedia.org/wiki/Willis_Towers_Watson,Willis Towers Watson
WYNN,Wynn Resorts Ltd,reports,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",11/14/2008,1174922,,https://en.wikipedia.org/wiki/Wynn_Resorts_Ltd,Wynn Resorts
XEL,Xcel Energy Inc,reports,Utilities,Multi-Utilities,"Minneapolis, Minnesota",,72903,1909,https://en.wikipedia.org/wiki/Xcel_Energy_Inc,Xcel Energy
XRX,Xerox,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Norwalk, Connecticut",,108772,1906,https://en.wikipedia.org/wiki/Xerox,Xerox
XLNX,Xilinx,reports,Information Technology,Semiconductors,"San Jose, California",11/8/1999,743988,,https://en.wikipedia.org/wiki/Xilinx,Xilinx
XYL,Xylem Inc.,reports,Industrials,Industrial Machinery,"White Plains, New York",11/1/2011,1524472,,https://en.wikipedia.org/wiki/Xylem_Inc.,Xylem
YUM,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",10/6/1997,1041061,,https://en.wikipedia.org/wiki/Yum!_Brands_Inc,Yum! Brands
ZBRA,Zebra Technologies,reports,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",12/23/2019,877212,1969,https://en.wikipedia.org/wiki/Zebra_Technologies,Zebra Technologies
ZBH,Zimmer Biomet Holdings,reports,Health Care,Health Care Equipment,"Warsaw, Indiana",8/7/2001,1136869,,https://en.wikipedia.org/wiki/Zimmer_Holdings,Zimmer Biomet
ZION,Zions Bancorp,reports,Financials,Regional Banks,"Salt Lake City, Utah",6/22/2001,109380,,https://en.wikipedia.org/wiki/Zions_Bancorp,Zions Bancorporation
ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Florham Park, New Jersey",6/21/2013,1555280,,https://en.wikipedia.org/wiki/Zoetis,Zoetis
